data,stato,ricoverati con sintomi,terapia intensiva,totale ospedalizzati,isolamento domiciliare,totale positivi,variazione totale positivi,nuovi positivi,dimessi guariti,deceduti,casi da sospetto diagnostico,casi da screening,totale casi,tamponi,casi testati,note,"positivi/tamponi","tamponi giorno","deceduti giorno","record tamponi","record casi","record decessi","media casi 7gg","media variaz. 7gg"
2020-08-27T17:00:00,ITA,1131,67,1198,20734,21932,1179,1411,206554,35463,228123,35826,263949,8313445,4934818,,0.0150068,94024,5,94024,6557,969,1119,1081
2020-08-28T17:00:00,ITA,1178,74,1252,21783,23035,1103,1462,206902,35472,228553,36856,265409,8410510,4999953,,0.0150621,97065,9,97065,6557,969,1193,1119
2020-08-29T17:00:00,ITA,1168,79,1247,22909,24156,1121,1444,207224,35473,229002,37851,266853,8509618,5064247,,0.01457,99108,1,99108,6557,969,1246,1156
2020-08-30T17:00:00,ITA,1251,86,1337,23868,25205,1049,1365,207536,35477,229527,38691,268218,8586341,5117788,,0.0177913,76723,4,99108,6557,969,1268,1198
2020-08-31T17:00:00,ITA,1288,94,1382,24696,26078,873,996,207653,35483,229832,39382,269214,8644859,5160371,,0.0170204,58518,6,99108,6557,969,1274,1237
2020-09-01T17:00:00,ITA,1380,107,1487,25267,26754,676,978,207944,35491,230102,40087,270189,8725909,5214766,,0.0120666,81050,8,99108,6557,969,1289,1289
2020-09-02T17:00:00,ITA,1437,109,1546,26271,27817,1063,1326,208201,35497,230504,41011,271515,8828868,5280948,,0.0128789,102959,6,102959,6557,969,1283,1349
2020-09-03T17:00:00,ITA,1505,120,1625,27290,28915,1098,1397,208490,35507,230950,41962,272912,8921658,5342150,,0.0150555,92790,10,102959,6557,969,1281,1410
2020-09-04T17:00:00,ITA,1607,121,1728,28371,30099,1184,1733,209027,35518,231587,43057,274644,9034743,5414708,,0.0153248,113085,11,113085,6557,969,1319,1478
2020-09-05T17:00:00,ITA,1620,121,1741,29453,31194,1095,1694,209610,35533,232219,44118,276337,9142401,5484345,,0.015735,107658,15,113085,6557,969,1355,1549
2020-09-06T17:00:00,ITA,1683,133,1816,30262,32078,884,1297,210015,35541,232733,44901,277634,9219257,5538028,,0.0168757,76856,8,113085,6557,969,1345,1617
2020-09-07T17:00:00,ITA,1719,142,1861,31132,32993,915,1108,210238,35553,233115,45669,278784,9271810,5578731,,0.0210835,52553,12,113085,6557,969,1361,1686
2020-09-08T17:00:00,ITA,1760,143,1903,31886,33789,796,1370,210801,35563,233555,46598,280153,9364213,5636663,,0.0148264,92403,10,113085,6557,969,1417,1745
2020-09-09T17:00:00,ITA,1778,150,1928,32806,34734,945,1434,211272,35577,234029,47554,281583,9460203,5699709,,0.0149391,95990,14,113085,6557,969,1433,1800
2020-09-10T17:00:00,ITA,1836,164,2000,33708,35708,974,1597,211885,35587,234651,48529,283180,9554389,5757488,,0.0169558,94186,10,113085,6557,969,1461,1853
2020-09-11T17:00:00,ITA,1849,175,2024,34743,36767,1059,1616,212432,35597,235322,49474,284796,9653269,5818910,,0.016343,98880,10,113085,6557,969,1445,1896
2020-09-12T17:00:00,ITA,1951,182,2133,35370,37503,736,1501,213191,35603,235946,50351,286297,9745975,5875462,,0.016191,92706,6,113085,6557,969,1417,1952
2020-09-13T17:00:00,ITA,2042,187,2229,36280,38509,1006,1458,213634,35610,236567,51186,287753,9818118,5924322,,0.0202099,72143,7,113085,6557,969,1440,2011
2020-09-14T17:00:00,ITA,2122,197,2319,36868,39187,678,1008,213950,35624,237003,51758,288761,9863427,5956171,,0.0222472,45309,14,113085,6557,969,1426,2076
2020-09-15T17:00:00,ITA,2222,201,2423,37289,39712,525,1229,214645,35633,237475,52515,289990,9943944,6006675,,0.0152639,80517,9,113085,6557,969,1406,2150
2020-09-16T17:00:00,ITA,2285,207,2492,38040,40532,820,1452,215265,35645,238097,53345,291442,10044551,6064792,,0.0144324,100607,12,113085,6557,969,1408,2231
2020-09-17T17:00:00,ITA,2348,212,2560,38853,41413,881,1585,215954,35658,238845,54180,293025,10146324,6127243,,0.0155739,101773,13,113085,6557,969,1407,2311
2020-09-18T17:00:00,ITA,2387,208,2595,39862,42457,1044,1907,216807,35668,239692,55240,294932,10246163,6187258,,0.0191008,99839,10,113085,6557,969,1448,2393
2020-09-19T17:00:00,ITA,2380,215,2595,40566,43161,704,1638,217716,35692,240377,56192,296569,10349386,6248028,,0.0158686,103223,24,113085,6557,969,1468,2459
2020-09-20T17:00:00,ITA,2365,222,2587,41511,44098,937,1587,218351,35707,241017,57139,298156,10432814,6302761,,0.0190224,83428,15,113085,6557,969,1486,2510
2020-09-21T17:00:00,ITA,2475,232,2707,42372,45079,981,1350,218703,35724,241638,57868,299506,10488676,6342654,,0.0241667,55862,17,113085,6557,969,1535,2565
2020-09-22T17:00:00,ITA,2604,239,2843,42646,45489,410,1392,219670,35738,242173,58724,300897,10575979,6391999,,0.0159445,87303,14,113085,6557,969,1558,2625
2020-09-23T17:00:00,ITA,2658,244,2902,43212,46114,625,1640,220665,35758,242958,59579,302537,10679675,6455762,,0.0158155,103696,20,113085,6557,969,1585,2684
2020-09-24T17:00:00,ITA,2731,246,2977,43803,46780,666,1786,221762,35781,243680,60643,304323,10787694,6520661,,0.0165341,108019,23,113085,6557,969,1614,2743
2020-09-25T17:00:00,ITA,2737,244,2981,44737,47718,938,1912,222716,35801,244489,61746,306235,10894963,6584670,,0.0178243,107269,20,113085,6557,969,1615,2798
2020-09-26T17:00:00,ITA,2746,247,2993,45600,48593,875,1869,223693,35818,245365,62739,308104,10999350,6646695,,0.0179045,104387,17,113085,6557,969,1648,2855
2020-09-27T17:00:00,ITA,2846,254,3100,46518,49618,1025,1766,224417,35835,246156,63714,309870,11087064,6700432,,0.0201336,87714,17,113085,6557,969,1673,2929
2020-09-28T17:00:00,ITA,2977,264,3241,47082,50323,705,1494,225190,35851,246842,64522,311364,11138173,6732777,,0.0292316,51109,16,113085,6557,969,1694,3005
2020-09-29T17:00:00,ITA,3048,271,3319,47311,50630,307,1648,226506,35875,247628,65383,313011,11228358,6786395,,0.0182735,90185,24,113085,6557,969,1730,3073
2020-09-30T17:00:00,ITA,3047,280,3327,47936,51263,633,1851,227704,35894,248613,66248,314861,11333922,6848755,,0.0175344,105564,19,113085,6557,969,1760,3134
2020-10-01T17:00:00,ITA,3097,291,3388,49259,52647,1384,2548,228844,35918,249940,67469,317409,11452158,6916588,,0.0215501,118236,24,118236,6557,969,1869,3192
2020-10-02T17:00:00,ITA,3142,294,3436,50561,53997,1350,2499,229970,35941,251377,68531,319908,11572459,6988317,,0.0207729,120301,23,120301,6557,969,1953,3257
2020-10-03T17:00:00,ITA,3205,297,3502,52064,55566,1569,2844,231217,35968,252951,69800,322751,11691391,7057949,,0.0239128,118932,27,120301,6557,969,2092,3330
2020-10-04T17:00:00,ITA,3287,303,3590,53839,57429,1863,2578,231914,35986,254348,70981,325329,11784105,7117315,,0.0278059,92714,18,120301,6557,969,2208,3400
2020-10-05T17:00:00,ITA,3487,323,3810,55093,58903,1474,2257,232681,36002,255576,72010,327586,11844346,7153866,,0.0374662,60241,16,120301,6557,969,2317,3481
2020-10-06T17:00:00,ITA,3625,319,3944,56190,60134,1231,2677,234099,36030,256986,73277,330263,11944088,7216379,,0.0268392,99742,28,120301,6557,969,2464,3571
2020-10-07T17:00:00,ITA,3782,337,4119,58457,62576,2442,3678,235303,36061,258884,75056,333940,12069402,7296766,,0.0293503,125314,31,125314,6557,969,2725,3684
2020-10-08T17:00:00,ITA,3925,358,4283,61669,65952,3376,4458,236363,36083,261304,77094,338398,12197500,7365751,,0.0348015,128098,22,128098,6557,969,2998,3812
2020-10-09T17:00:00,ITA,4086,387,4473,65637,70110,4158,5372,237549,36111,264137,79633,343770,12326971,7443593,,0.0414919,129471,28,129471,6557,969,3409,3960
2020-10-10T17:00:00,ITA,4336,390,4726,70103,74829,4719,5724,238525,36140,267320,82174,349494,12460055,7523702,,0.0430104,133084,29,133084,6557,969,3820,4135
2020-10-11T17:00:00,ITA,4519,420,4939,74136,79075,4246,5456,239709,36166,270510,84440,354950,12564713,7592410,,0.0521317,104658,26,133084,6557,969,4231,4327
2020-10-12T17:00:00,ITA,4821,452,5273,77491,82764,3689,4619,240600,36205,272960,86609,359569,12650155,7652059,,0.0540601,85442,39,133084,6557,969,4569,4536
2020-10-13T17:00:00,ITA,5076,514,5590,81603,87193,4429,5901,242028,36246,276267,89200,365467,12762699,7722319,,0.0524328,112544,41,133084,6557,969,5029,4771
2020-10-14T17:00:00,ITA,5470,539,6009,86436,92445,5252,7332,244065,36289,280479,92320,372799,12914895,7809920,,0.0481747,152196,43,152196,7332,969,5551,5041
2020-10-15T17:00:00,ITA,5796,586,6382,92884,99266,6821,8804,245964,36372,285569,96033,381602,13077827,7908462,,0.0540348,162932,83,162932,8804,969,6172,5341
2020-10-16T17:00:00,ITA,6178,638,6816,100496,107312,8046,10010,247872,36427,291410,100201,391611,13228204,8000864,,0.066566,150377,55,162932,10010,969,6835,5676
2020-10-17T17:00:00,ITA,6617,705,7322,109613,116935,9623,10925,249127,36474,297983,104553,402536,13394041,8104190,,0.0658779,165837,47,165837,10925,969,7578,6047
2020-10-18T17:00:00,ITA,7131,750,7881,118356,126237,9302,11705,251461,36543,305260,108981,414241,13540582,8199744,,0.0798753,146541,69,165837,11705,969,8470,6467
2020-10-19T17:00:00,ITA,7676,797,8473,125530,134003,7766,9338,252959,36616,310881,112697,423578,13639444,8265568,,0.0944549,98862,73,165837,11705,969,9145,6924
2020-10-20T17:00:00,ITA,8454,870,9324,133415,142739,8736,10874,255005,36705,315734,118715,434449,13784181,8353248,,0.0751294,144737,89,165837,11705,969,9855,7458
2020-10-21T17:00:00,ITA,9057,926,9983,145459,155442,12703,15199,257374,36832,324455,125193,449648,13962029,8459736,,0.0854606,177848,127,177848,15199,969,10979,8025
2020-10-22T17:00:00,ITA,9694,992,10686,158616,169302,13860,16079,259456,36968,333450,132276,465726,14132421,8564608,,0.0943648,170392,136,177848,16079,969,12018,8640
2020-10-23T17:00:00,ITA,10549,1049,11598,174404,186002,16700,19143,261808,37059,344414,140455,484869,14314453,8679107,,0.105163,182032,91,182032,19143,969,13323,9323
