2021-01-14,BAS,50-59,65,106,129,15,27
2021-01-14,BAS,60-69,82,59,125,0,16
2021-01-14,BAS,70-79,23,19,19,0,23
2021-01-14,BAS,80-89,29,61,3,0,87
2021-01-14,BAS,90+,22,43,0,0,65
2021-01-15,BAS,16-19,1,0,0,0,1
2021-01-15,BAS,20-29,33,40,61,7,5
2021-01-15,BAS,30-39,68,86,119,26,9
2021-01-15,BAS,40-49,42,78,93,19,8
2021-01-15,BAS,50-59,53,109,134,20,8
2021-01-15,BAS,60-69,88,62,132,2,16
2021-01-15,BAS,70-79,24,10,12,0,22
2021-01-15,BAS,80-89,19,46,3,0,62
2021-01-15,BAS,90+,8,28,0,0,36
2021-01-16,BAS,16-19,0,0,0,0,0
2021-01-16,BAS,20-29,17,28,44,1,0
2021-01-16,BAS,30-39,29,34,55,8,0
2021-01-16,BAS,40-49,25,44,48,21,0
2021-01-16,BAS,50-59,38,44,39,41,2
2021-01-16,BAS,60-69,19,18,21,15,1
2021-01-16,BAS,70-79,9,11,6,0,14
2021-01-16,BAS,80-89,12,28,2,0,38
2021-01-16,BAS,90+,6,15,0,0,21
